Type;Rent;Move in price;Address;Link
1 værelses lejlighed på 31 m²;8.700;43.900;Amerikavej, 1756 København, København V - 3. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/31m2-1-vaer-id-5192026
1 værelses lejlighed på 31 m²;8.700;43.900;Amerikavej, 1756 København, København V - 3. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/31m2-1-vaer-id-5192014
1 værelses lejlighed på 38 m²;8.500;44.000;Nørre Søgade, 1370 København, København K - 1. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/38m2-1-vaer-id-5196249
1 værelses lejlighed på 40 m²;8.900;44.350;Amerikavej, 1756 København, København V - 2. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/40m2-1-vaer-id-5191997
1 værelses lejlighed på 41 m²;8.800;44.500;Amerikavej, 1756 København, København V - 2. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/41m2-1-vaer-id-5193664
1 værelses lejlighed på 31 m²;8.900;44.940;Teglværksgade, 2100 København, København Ø - Stuen;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/31m2-1-vaer-id-5189351
1 værelses lejlighed på 39 m²;8.900;44.950;Amerikavej, 1756 København, København V - 2. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/39m2-1-vaer-id-5192000
1 værelses lejlighed på 42 m²;8.900;45.000;Amerikavej, 1756 København, København V - 3. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/42m2-1-vaer-id-5193665
2 værelses lejlighed på 59 m²;9.000;45.750;Løgstørgade, 2100 København, København Ø - 2. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/59m2-2-vaer-id-4329123
1 værelses lejlighed på 35 m²;6.713;47.361;Hans Knudsens Plads, 2100 København, København Ø - 2. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/35m2-1-vaer-id-5201768
1 værelses lejlighed på 35 m²;6.713;47.361;Hans Knudsens Plads, 2100 København, København Ø - 2. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/35m2-1-vaer-id-5201768
1 værelses lejlighed på 35 m²;6.713;47.361;Hans Knudsens Plads, 2100 København, København Ø - 2. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/35m2-1-vaer-id-5201768
1 værelses lejlighed på 37 m²;7.250;51.150;Nordens Plads, 2000 København, Frederiksberg;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/37m2-1-vaer-id-5170793
1 værelses lejlighed på 39 m²;7.250;51.150;Nordens Plads, 2000 København, Frederiksberg - 1. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/39m2-1-vaer-id-4234067
1 værelses lejlighed på 61 m²;7.218;51.276;Anders Henriksens G, 2300 København, København S - 4. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/61m2-1-vaer-id-5201011
2 værelses lejlighed på 52 m²;8.500;51.500;Uglevej, 2400 København, København NV - 2. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/52m2-2-vaer-id-5201613
1 værelses lejlighed på 47 m²;7.515;52.905;Rabarbervej, 2400 København, København NV - 1. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/47m2-1-vaer-id-5198856
2 værelses lejlighed på 41 m²;7.950;56.155;Glentevej, 2400 København, København NV - 3. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/41m2-2-vaer-id-5173979
2 værelses lejlighed på 42 m²;7.950;56.265;Glentevej, 2400 København, København Nv - 2. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/42m2-2-vaer-id-5019248
1 værelses lejlighed på 48 m²;8.727;61.539;Roskildevej, 2000 København, Frederiksberg - 3. sal;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/48m2-1-vaer-id-5198735
2 værelses lejlighed på 66 m²;8.690;61.930;Nordre Fasanvej, 2000 København, Frederiksberg - Stuen;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/66m2-2-vaer-id-4274317
2 værelses lejlighed på 50 m²;9.000;63.800;Borgervænget, 2100 København, København Ø - Stuen;https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/50m2-2-vaer-id-5032941
